longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,bedrooms_per_room,population_per_household,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-0.9398126247401339,1.347813346753617,0.027324039026525745,0.6453068194763648,0.6810578585988162,0.826628488037923,0.5927846855942571,-0.9593297943841316,0.11245028665546129,-0.1217275740565888,0.3527984009223285,0.0,1.0,0.0,0.0,0.0
1.17058838011792,-1.190971147229738,-1.7302695637557217,1.380243852573078,0.8301967971776363,0.6053152026313492,0.7679316486661651,1.4771246816811283,1.1454222901858835,-0.9833266755258088,-0.3939117645002099,0.0,0.0,0.0,0.0,1.0
0.2675562716561963,-0.1249621884300999,1.2256833136507854,-0.5000166149625354,-0.5711949532612768,-0.7385150168644238,-0.554145427425012,-0.5488945638170462,0.0461519307883234,-0.39298266524929487,-0.9425990832022545,0.0,1.0,0.0,0.0,0.0
1.2204796568285168,-1.3499373954717913,-0.37212905251489414,-0.3684694887897304,-0.0337805021755285,-0.5082295712386645,-0.037179391261154285,-0.9284330447777128,-1.0340930556155683,1.2302672690803502,-1.441614431319082,0.0,0.0,0.0,0.0,1.0
0.4371866124722122,-0.6345892783825581,-0.1324571975900422,0.4741431842631012,0.2927823460918879,0.4278658116296818,0.23684085741586322,0.3998931220133964,0.5501631015754423,-0.5631687127491447,0.35099779426483574,1.0,0.0,0.0,0.0,0.0
-1.229182029661576,1.0859865849431778,-0.05256657928175823,-0.7087651433680289,-0.7203338918400969,-0.6816913354762494,-0.6897430762548764,-0.0682394477808272,-0.38649708299301705,-0.06440518247496106,-0.05222919149493158,0.0,0.0,0.0,1.0,0.0
-1.2241929019905142,0.7914314779064338,-0.4520196708231781,0.8220573982722571,0.35706637134137936,0.37303594362354864,0.40916286947048247,2.149480085048082,0.9002608591691728,-1.0167285367871794,-0.17966181754766866,1.0,0.0,0.0,0.0,0.0
0.6317625916435229,-0.6719931014983341,0.5865583671845136,-0.4624317217703054,-0.6920489207303206,-0.6278583741611369,-0.6162943498053666,0.7451994088078602,0.5428376507052323,-1.0842068010447332,-0.15426709256012539,1.0,0.0,0.0,0.0,0.0
-1.1842798806220411,0.7633786105696034,-0.9313633806728819,-0.646292956034998,-0.6714780326504834,-0.99671384983876,-0.6727933701511434,-1.2264579420229604,-0.12463872062910486,-0.16042519185072313,-1.822355300781872,1.0,0.0,0.0,0.0,0.0
-0.979725646108614,1.6096401085640528,-0.4520196708231781,-0.7753005623975171,-0.8129028881993645,-0.6816913354762494,-0.8451153822057625,-0.8503719387645261,0.09531581708602382,-0.21808079490167478,1.0470392477428405,0.0,1.0,0.0,0.0,0.0
